miRNA	CellType	pvalue	OddsRatio	Total_Targets	Total_Markers	Number_of_Markers_Targeted	Markers_Targeted	FDR	FDR.bonf
hsa-miR-429	Cerebellar Astrocyte	0.234083182565033	2.21336247917802	110	169	2	PSD3, ZFPM2	1	1
hsa-miR-429	Oligodendrocyte	0.040206536455876	4.12078162724642	110	139	3	ZEB2, DLC1, SECISBP2L	1	1
hsa-miR-429	Oligodendrocyte Precursor Cell	0.0243070082858004	5.05534850391566	110	114	3	KIF13A, ZEB1, NLGN4X	0.88234335238802	1
hsa-miR-429	Cerebelllar Oligodendrocyte Precursor Cell	0.0542106202627717	3.63645688039181	110	157	3	ZEB1, PHF14, BBX	1	1
hsa-miR-429	Microglia	1	0	110	62	0		1	1
hsa-miR-375	Excitatory Neuron	0.485680553938893	1.37842143259426	64	698	3	REEP5, ELAVL4, PHACTR2	1	1
hsa-miR-375	Granule cell	1	0	64	122	0		1	1
hsa-miR-375	Inhibitory Neuron	0.213503766270012	1.93120992436427	64	504	3	ELAVL2, SOX2-OT, TRPS1	1	1
hsa-miR-375	Purkinje Cell	0.495700136207706	1.48049464926611	64	215	1	PHACTR2	1	1
hsa-miR-375	Endothelial cell	1	0	64	47	0		1	1
hsa-miR-375	Pericyte	1	0	64	59	0		1	1
hsa-miR-375	Astrocyte	0.350912346513888	2.35600689292396	64	136	1	TRPS1	1	1
hsa-miR-375	Cerebellar Astrocyte	0.415791898603488	1.89024284986974	64	169	1	TRPS1	1	1
hsa-miR-375	Oligodendrocyte	0.357092252735003	2.30451424479351	64	139	1	SOX2-OT	1	1
hsa-miR-375	Oligodendrocyte Precursor Cell	0.303771002094407	2.81778808731008	64	114	1	SOX2-OT	1	1
hsa-miR-375	Cerebelllar Oligodendrocyte Precursor Cell	0.392973746881502	2.03687585071392	64	157	1	SOX2-OT	1	1
hsa-miR-375	Microglia	1	0	64	62	0		1	1
hsa-miR-373-3p	Excitatory Neuron	0.0301490576322112	0.46842339245629	480	698	8	SATB2, MAP1B, SERINC1, DPYSL2, BLCAP, HIVEP2, COX6C, SORCS2	0.953031423763065	1
hsa-miR-373-3p	Granule cell	0.766722301188095	1.03801341726003	480	122	3	ABLIM1, RABGAP1L, KCND3	1	1
hsa-miR-373-3p	Inhibitory Neuron	0.298498501196634	0.658255904570608	480	504	8	ELAVL2, KCND3, NR2F2, FBXL7, NFIB, GPR155, MARCH4, ARHGEF3	1	1
hsa-miR-373-3p	Purkinje Cell	0.496566230162071	0.5799022884808	480	215	3	DPF3, NFIB, NIN	1	1
hsa-miR-373-3p	Endothelial cell	1	0.894667319231993	480	47	1	IGF1R	1	1
hsa-miR-373-3p	Pericyte	0.651911189807557	1.44617074995587	480	59	2	TXNIP, PARD3	1	1
hsa-miR-373-3p	Astrocyte	0.259564903501718	1.57711317065752	480	136	5	FBXL7, PARD3, ABLIM1, PSD3, NFIB	1	1
hsa-miR-373-3p	Cerebellar Astrocyte	0.445769553663307	0.490880188607056	480	169	2	PSD3, PARD3	1	1
hsa-miR-373-3p	Oligodendrocyte	1	0.907467925044887	480	139	3	HIP1, MYO1D, FBXL7	1	1
hsa-miR-373-3p	Oligodendrocyte Precursor Cell	1	0.733982302830036	480	114	2	KIF13A, HIP1	1	1
hsa-miR-373-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.790020856661086	1.07681393907137	480	157	4	CADM2, IGF1R, PARD3, NFIB	1	1
hsa-miR-373-3p	Microglia	1	0.674160484037542	480	62	1	MBNL1	1	1
hsa-miR-372-3p	Excitatory Neuron	0.1731401957389	0.620323229662394	412	698	9	SATB2, MAP1B, SERINC1, DPYSL2, BLCAP, HIVEP2, COX6C, SORCS2, NR4A2	1	1
hsa-miR-372-3p	Granule cell	0.740210639377098	1.21475364092854	412	122	3	ABLIM1, RABGAP1L, KCND3	1	1
hsa-miR-372-3p	Inhibitory Neuron	0.629911863875622	0.771764860858081	412	504	8	ELAVL2, KCND3, ERBB4, NR2F2, FBXL7, NFIB, GPR155, TRPS1	1	1
hsa-miR-372-3p	Purkinje Cell	0.138345280030557	0.222978194100455	412	215	1	NFIB	1	1
hsa-miR-372-3p	Endothelial cell	0.620063359760255	1.04630181157464	412	47	1	IGF1R	1	1
hsa-miR-372-3p	Pericyte	1	0.829312946914549	412	59	1	PARD3	1	1
hsa-miR-372-3p	Astrocyte	0.0598120605612543	2.23886044835478	412	136	6	FBXL7, TRPS1, PARD3, ABLIM1, PSD3, NFIB	1	1
hsa-miR-372-3p	Cerebellar Astrocyte	1	0.868756702179916	412	169	3	TRPS1, PSD3, PARD3	1	1
hsa-miR-372-3p	Oligodendrocyte	0.762161016026634	1.06196997666725	412	139	3	HIP1, MYO1D, FBXL7	1	1
hsa-miR-372-3p	Oligodendrocyte Precursor Cell	1	0.858673052238532	412	114	2	KIF13A, HIP1	1	1
hsa-miR-372-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.564861829567041	1.26065059666902	412	157	4	CADM2, IGF1R, PARD3, NFIB	1	1
hsa-miR-372-3p	Microglia	1	0.788408906975598	412	62	1	MBNL1	1	1
hsa-miR-34b-5p	Excitatory Neuron	0.794151571349888	1.04685484232284	111	698	4	TESPA1, ARPP19, MAST3, SLC2A13	1	1
hsa-miR-34b-5p	Granule cell	1	0	111	122	0		1	1
hsa-miR-34b-5p	Inhibitory Neuron	0.757326887811948	1.08819779609719	111	504	3	SLC2A13, GABRB1, GOLIM4	1	1
hsa-miR-34b-5p	Purkinje Cell	0.6349524464898	0	111	215	0		1	1
hsa-miR-34b-5p	Endothelial cell	0.228002613844986	3.96820654408402	111	47	1	IGF1R	1	1
hsa-miR-34b-5p	Pericyte	1	0	111	59	0		1	1
hsa-miR-34b-5p	Astrocyte	0.527846987823046	1.34630484755481	111	136	1	GABRB1	1	1
hsa-miR-34b-5p	Cerebellar Astrocyte	0.606751939558633	1.0800713484714	111	169	1	GABRB1	1	1
hsa-miR-34b-5p	Oligodendrocyte	1	0	111	139	0		1	1
hsa-miR-34b-5p	Oligodendrocyte Precursor Cell	0.46672123501085	1.61015056617233	111	114	1	PEAK1	1	1
hsa-miR-34b-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.579699082259814	1.16385829729453	111	157	1	IGF1R	1	1
hsa-miR-34b-5p	Microglia	1	0	111	62	0		1	1
hsa-miR-34a-5p	Excitatory Neuron	0.00831639089895537	2.04191786611085	253	698	17	MAST3, GRM7, STMN1, VAV3, BNIP3, MOAP1, DGKZ, PAM, ATP6V1E1, STX1A, PEA15, FOXP1, SYT1, UST, EPHA5, NR4A2, MAP2K1	0.701174563370518	1
hsa-miR-34a-5p	Granule cell	1	0.651493390237223	253	122	1	FOXN3	1	1
hsa-miR-34a-5p	Inhibitory Neuron	1	0.950590013782496	253	504	6	GRM7, FRMD4A, KLF12, SYT1, PAM, DAPK1	1	1
hsa-miR-34a-5p	Purkinje Cell	0.348295128223105	1.50547535547175	253	215	4	VAV3, FRMD4A, JARID2, PAM	1	1
hsa-miR-34a-5p	Endothelial cell	1	0	253	47	0		1	1
hsa-miR-34a-5p	Pericyte	0.524437662990234	1.36341099089401	253	59	1	CYTH3	1	1
hsa-miR-34a-5p	Astrocyte	0.688554978215087	1.18045976574413	253	136	2	MKLN1, PRKD1	1	1
hsa-miR-34a-5p	Cerebellar Astrocyte	0.472334529650413	1.43271079427872	253	169	3	SSBP2, KLF12, PRKD1	1	1
hsa-miR-34a-5p	Oligodendrocyte	1	0.570750306768237	253	139	1	ANK3	1	1
hsa-miR-34a-5p	Oligodendrocyte Precursor Cell	1	0.69789620526835	253	114	1	KLF12	1	1
hsa-miR-34a-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.134304937905611	2.08226068725849	253	157	4	TPCN2, MKLN1, PRKD1, SSBP2	1	1
hsa-miR-34a-5p	Microglia	0.54210182825544	1.29616652941464	253	62	1	FRMD4A	1	1
hsa-miR-346	Excitatory Neuron	0.725775255937497	0.458182192331946	62	698	1	PEA15	1	1
hsa-miR-346	Granule cell	0.313008004568762	2.71693226636843	62	122	1	CACNA1A	1	1
hsa-miR-346	Inhibitory Neuron	0.4094861134654	0	62	504	0		1	1
hsa-miR-346	Purkinje Cell	0.484778273989735	1.52918871786187	62	215	1	CACNA1A	1	1
hsa-miR-346	Endothelial cell	1	0	62	47	0		1	1
hsa-miR-346	Pericyte	1	0	62	59	0		1	1
hsa-miR-346	Astrocyte	1	0	62	136	0		1	1
hsa-miR-346	Cerebellar Astrocyte	1	0	62	169	0		1	1
hsa-miR-346	Oligodendrocyte	0.348141621541837	2.38017849928523	62	139	1	SRCIN1	1	1
hsa-miR-346	Oligodendrocyte Precursor Cell	1	0	62	114	0		1	1
hsa-miR-346	Cerebelllar Oligodendrocyte Precursor Cell	1	0	62	157	0		1	1
hsa-miR-346	Microglia	1	0	62	62	0		1	1
hsa-miR-328-3p	Excitatory Neuron	1	0.666094707022446	43	698	1	DYNLL1	1	1
hsa-miR-328-3p	Granule cell	1	0	43	122	0		1	1
hsa-miR-328-3p	Inhibitory Neuron	0.290596958675594	1.91364600022311	43	504	2	PLCE1, TMEM132B	1	1
hsa-miR-328-3p	Purkinje Cell	1	0	43	215	0		1	1
hsa-miR-328-3p	Endothelial cell	0.0952321038658385	10.4264229062681	43	47	1	ABCG2	1	1
hsa-miR-328-3p	Pericyte	1	0	43	59	0		1	1
hsa-miR-328-3p	Astrocyte	1	0	43	136	0		1	1
hsa-miR-328-3p	Cerebellar Astrocyte	1	0	43	169	0		1	1
hsa-miR-328-3p	Oligodendrocyte	1	0	43	139	0		1	1
hsa-miR-328-3p	Oligodendrocyte Precursor Cell	1	0	43	114	0		1	1
hsa-miR-328-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	43	157	0		1	1
hsa-miR-328-3p	Microglia	1	0	43	62	0		1	1
hsa-miR-326	Excitatory Neuron	0.140096455757103	1.93873532243127	93	698	6	PKM, CLU, PDE3A, PEX5L, SORCS2, BCL11B	1	1
hsa-miR-326	Granule cell	1	0	93	122	0		1	1
hsa-miR-326	Inhibitory Neuron	0.504713318541818	1.30703074703049	93	504	3	PEX5L, SEZ6, BCL11B	1	1
hsa-miR-326	Purkinje Cell	0.629295408955857	0	93	215	0		1	1
hsa-miR-326	Endothelial cell	1	0	93	47	0		1	1
hsa-miR-326	Pericyte	1	0	93	59	0		1	1
hsa-miR-326	Astrocyte	0.466595675440946	1.61112489495733	93	136	1	CLU	1	1
hsa-miR-326	Cerebellar Astrocyte	0.542334065126599	1.29255132330862	93	169	1	SSBP2	1	1
hsa-miR-326	Oligodendrocyte	0.473964711746305	1.57585982425007	93	139	1	PEX5L	1	1
hsa-miR-326	Oligodendrocyte Precursor Cell	1	0	93	114	0		1	1
hsa-miR-326	Cerebelllar Oligodendrocyte Precursor Cell	0.51611075627849	1.39278206692711	93	157	1	SSBP2	1	1
hsa-miR-326	Microglia	1	0	93	62	0		1	1
hsa-miR-31-5p	Excitatory Neuron	0.810897570477555	1.07728392426031	135	698	5	SATB2, STMN1, ATP5A1, ARF1, DMD	1	1
hsa-miR-31-5p	Granule cell	0.55911022915202	1.23243682420805	135	122	1	TIAM1	1	1
hsa-miR-31-5p	Inhibitory Neuron	0.268283051591233	0.290817817136442	135	504	1	TIAM1	1	1
hsa-miR-31-5p	Purkinje Cell	0.173583601686303	2.13240456458169	135	215	3	TIAM1, PPM1L, JARID2	1	1
hsa-miR-31-5p	Endothelial cell	1	0	135	47	0		1	1
hsa-miR-31-5p	Pericyte	1	0	135	59	0		1	1
hsa-miR-31-5p	Astrocyte	0.598785069391692	1.10386309080442	135	136	1	SLC1A2	1	1
hsa-miR-31-5p	Cerebellar Astrocyte	0.632451817789077	0	135	169	0		1	1
hsa-miR-31-5p	Oligodendrocyte	1	0	135	139	0		1	1
hsa-miR-31-5p	Oligodendrocyte Precursor Cell	1	0	135	114	0		1	1
hsa-miR-31-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0.95426927940528	135	157	1	RSRC1	1	1
hsa-miR-31-5p	Microglia	1	0	135	62	0		1	1
hsa-miR-302d-3p	Excitatory Neuron	0.173314703707026	0.615643003309855	415	698	9	SATB2, MAP1B, SERINC1, DPYSL2, BLCAP, HIVEP2, COX6C, SORCS2, NR4A2	1	1
hsa-miR-302d-3p	Granule cell	0.741166258138724	1.20572537488425	415	122	3	ABLIM1, RABGAP1L, KCND3	1	1
hsa-miR-302d-3p	Inhibitory Neuron	0.630803188623149	0.765957395757143	415	504	8	ELAVL2, KCND3, ERBB4, NR2F2, FBXL7, NFIB, GPR155, TRPS1	1	1
hsa-miR-302d-3p	Purkinje Cell	0.139074248218815	0.221328298490779	415	215	1	NFIB	1	1
hsa-miR-302d-3p	Endothelial cell	0.622759020500683	1.03855665356283	415	47	1	IGF1R	1	1
hsa-miR-302d-3p	Pericyte	1	0.823178726518064	415	59	1	PARD3	1	1
hsa-miR-302d-3p	Astrocyte	0.0615070117687343	2.2223555981047	415	136	6	FBXL7, TRPS1, PARD3, ABLIM1, PSD3, NFIB	1	1
hsa-miR-302d-3p	Cerebellar Astrocyte	1	0.862299459373758	415	169	3	TRPS1, PSD3, PARD3	1	1
hsa-miR-302d-3p	Oligodendrocyte	0.763648636405033	1.05413805986323	415	139	3	HIP1, MYO1D, FBXL7	1	1
hsa-miR-302d-3p	Oligodendrocyte Precursor Cell	1	0.852306252117944	415	114	2	KIF13A, HIP1	1	1
hsa-miR-302d-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.258982604317748	1.57823901689869	415	157	5	CADM2, IGF1R, PARD3, CCND2, NFIB	1	1
hsa-miR-302d-3p	Microglia	1	0.782577210813521	415	62	1	MBNL1	1	1
hsa-miR-29b-3p	Excitatory Neuron	1	0.873967523922033	165	698	5	TESPA1, LAMA2, HECW1, MORF4L1, PTEN	1	1
hsa-miR-29b-3p	Granule cell	0.629487779529623	0	165	122	0		1	1
hsa-miR-29b-3p	Inhibitory Neuron	0.199294952941668	0.237244685136048	165	504	1	SGK1	1	1
hsa-miR-29b-3p	Purkinje Cell	0.256136960465827	1.73490971315811	165	215	3	ADAM12, SGK1, HECW1	1	1
hsa-miR-29b-3p	Endothelial cell	1	0	165	47	0		1	1
hsa-miR-29b-3p	Pericyte	0.0836335035525804	4.30824348064406	165	59	2	LAMA2, PTEN	1	1
hsa-miR-29b-3p	Astrocyte	1	0.900591583147216	165	136	1	COL5A3	1	1
hsa-miR-29b-3p	Cerebellar Astrocyte	1	0.722498202536032	165	169	1	LAMA2	1	1
hsa-miR-29b-3p	Oligodendrocyte	0.105000398963429	2.71454232895009	165	139	3	ENPP2, SGK1, AGAP1	1	1
hsa-miR-29b-3p	Oligodendrocyte Precursor Cell	0.238097347880871	2.18688893119174	165	114	2	AGAP1, SGK1	1	1
hsa-miR-29b-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.366843436255585	1.57673755238921	165	157	2	LRP6, AKT3	1	1
hsa-miR-29b-3p	Microglia	1	0	165	62	0		1	1
hsa-miR-298	Excitatory Neuron	0.26123078083921	1.52957925685085	155	698	8	TMEM178B, GABRB3, DCC, MAP1B, APP, GDI1, HIVEP2, XKR4	1	1
hsa-miR-298	Granule cell	0.609667666568817	1.07129766927949	155	122	1	SRRM4	1	1
hsa-miR-298	Inhibitory Neuron	0.796107269369969	1.03757569101272	155	504	4	DCC, PPM1K, SRRM4, XKR4	1	1
hsa-miR-298	Purkinje Cell	0.681664425550388	1.21947577130053	155	215	2	XKR4, SLC8A3	1	1
hsa-miR-298	Endothelial cell	0.303541357376477	2.82832319665045	155	47	1	ESYT2	1	1
hsa-miR-298	Pericyte	0.365071715607036	2.24190938354793	155	59	1	TXNIP	1	1
hsa-miR-298	Astrocyte	1	0.959549775225447	155	136	1	GLUL	1	1
hsa-miR-298	Cerebellar Astrocyte	0.643229788213091	0	155	169	0		1	1
hsa-miR-298	Oligodendrocyte	1	0.938549805068033	155	139	1	QDPR	1	1
hsa-miR-298	Oligodendrocyte Precursor Cell	0.217357994724919	2.33079703808404	155	114	2	DCC, XKR4	1	1
hsa-miR-298	Cerebelllar Oligodendrocyte Precursor Cell	0.338787520215198	1.68064436638808	155	157	2	BBX, TFDP2	1	1
hsa-miR-298	Microglia	1	0	155	62	0		1	1
hsa-miR-27a-3p	Excitatory Neuron	0.312956121808854	1.31773926803925	268	698	12	RGS6, NLK, TSPYL1, MAP1B, TMSB10, ALDOA, HINT1, CTNND1, SLC6A17, FBXW7, PGM2L1, SEMA6D	1	1
hsa-miR-27a-3p	Granule cell	0.677660919357939	1.24377967877668	268	122	2	ERC1, ZBTB20	1	1
hsa-miR-27a-3p	Inhibitory Neuron	0.691628970035112	0.741871932105062	268	504	5	IGF1, SEMA6D, NR2F2, PGM2L1, RGS6	1	1
hsa-miR-27a-3p	Purkinje Cell	0.763600804271312	1.05515433459537	268	215	3	ERC1, ZBTB20, CPEB4	1	1
hsa-miR-27a-3p	Endothelial cell	0.465935125244106	1.6222266467919	268	47	1	TMSB10	1	1
hsa-miR-27a-3p	Pericyte	0.545073474859206	1.28585054623368	268	59	1	ZBTB20	1	1
hsa-miR-27a-3p	Astrocyte	0.7019921279631	1.11305542581164	268	136	2	ZBTB20, APC	1	1
hsa-miR-27a-3p	Cerebellar Astrocyte	0.290584586302126	1.81875742033327	268	169	4	PAX3, ZBTB20, PREX1, APC	1	1
hsa-miR-27a-3p	Oligodendrocyte	0.43560515456899	1.65101795829064	268	139	3	FRYL, ELMO1, ZBTB20	1	1
hsa-miR-27a-3p	Oligodendrocyte Precursor Cell	0.664826888342599	1.33315269507719	268	114	2	ZBTB20, FCHSD2	1	1
hsa-miR-27a-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.155556964881603	1.96247661263224	268	157	4	GLCCI1, ZBTB20, UBR5, ERC1	1	1
hsa-miR-27a-3p	Microglia	0.198225184489391	2.49493041383735	268	62	2	FCHSD2, ELMO1	1	1
hsa-miR-26a-5p	Excitatory Neuron	0.150892847720391	1.51528899275548	235	698	12	LRRTM4, ARPP19, ATP2B1, MAP1B, RNF11, TMEM30A, NUCKS1, ARF1, ACSL3, ARL4C, PTEN, ARNTL2	1	1
hsa-miR-26a-5p	Granule cell	1	0.702242311368606	235	122	1	RABGAP1L	1	1
hsa-miR-26a-5p	Inhibitory Neuron	0.670026662977469	0.675472307096111	235	504	4	ARL4C, IGF1, ELAVL2, KIF3A	1	1
hsa-miR-26a-5p	Purkinje Cell	0.741281372879347	1.20720743594355	235	215	3	ZNF608, FUT8, CPEB4	1	1
hsa-miR-26a-5p	Endothelial cell	1	0	235	47	0		1	1
hsa-miR-26a-5p	Pericyte	0.498457456040439	1.46957353132405	235	59	1	PTEN	1	1
hsa-miR-26a-5p	Astrocyte	0.413415303869625	0	235	136	0		1	1
hsa-miR-26a-5p	Cerebellar Astrocyte	0.724133347799547	1.01961267410865	235	169	2	ST3GAL6, SSBP2	1	1
hsa-miR-26a-5p	Oligodendrocyte	0.219307733804961	1.88901188895761	235	139	3	MAN2A1, PDE4B, FUT8	1	1
hsa-miR-26a-5p	Oligodendrocyte Precursor Cell	1	0.752259317364571	235	114	1	PDE4B	1	1
hsa-miR-26a-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.110545709199333	2.24652907010106	235	157	4	CCND2, PDE4B, TMCC1, SSBP2	1	1
hsa-miR-26a-5p	Microglia	0.515776732530361	1.39710061957519	235	62	1	C3	1	1
hsa-miR-24-3p	Excitatory Neuron	0.273934145321863	0.703931654363767	526	698	13	GABRB3, CLSTN1, ALDOA, HINT1, DYNLL2, IDS, NEGR1, YWHAZ, FBXW7, KIAA1456, XKR4, PRICKLE1, RPL37A	1	1
hsa-miR-24-3p	Granule cell	0.561958048163776	1.27246605502947	526	122	4	EPB41, SLIT3, KIAA1456, CPE	1	1
hsa-miR-24-3p	Inhibitory Neuron	0.0883680687755928	0.521485739916349	526	504	7	IGF1, KIF3A, NHS, ZBTB16, KIAA1456, XKR4, AAK1	1	1
hsa-miR-24-3p	Purkinje Cell	0.188556748559632	0.349436297354053	526	215	2	XKR4, EPB41	1	1
hsa-miR-24-3p	Endothelial cell	1	0.814375555959443	526	47	1	ESYT2	1	1
hsa-miR-24-3p	Pericyte	1	0.645494648734387	526	59	1	PDGFRB	1	1
hsa-miR-24-3p	Astrocyte	0.171208376150338	1.73807020692352	526	136	6	SLC1A2, NCAN, CPE, SHROOM3, PRKCA, BAZ2B	1	1
hsa-miR-24-3p	Cerebellar Astrocyte	0.215482343173249	1.62767485982724	526	169	7	PRKCA, SCD5, CPE, SHROOM3, BAZ2B, RPS6KA5, NAV1	1	1
hsa-miR-24-3p	Oligodendrocyte	0.179786744028188	1.69860563648212	526	139	6	PLEKHH1, TTLL7, SRCIN1, ZDHHC20, BAZ2B, SCD5	1	1
hsa-miR-24-3p	Oligodendrocyte Precursor Cell	0.22500041429773	1.72597315389989	526	114	5	SCD5, NAV1, TNK2, PRKCA, XKR4	1	1
hsa-miR-24-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.801505182628038	0.728535344544045	526	157	3	SETD5, TFDP2, CDKAL1	1	1
hsa-miR-24-3p	Microglia	0.412980108808558	0	526	62	0		1	1
hsa-miR-223-3p	Excitatory Neuron	0.287729754738831	1.84062752576172	65	698	4	MEF2C, STMN1, CACNG8, FBXW7	1	1
hsa-miR-223-3p	Granule cell	0.32539508508157	2.58927801018412	65	122	1	NFIA	1	1
hsa-miR-223-3p	Inhibitory Neuron	0.0786383625663992	2.58000034035261	65	504	4	NMNAT2, MEF2C, CACNG8, MAFB	1	1
hsa-miR-223-3p	Purkinje Cell	0.501074335499668	1.45729174210273	65	215	1	NFIA	1	1
hsa-miR-223-3p	Endothelial cell	0.140463045399069	6.83395935355118	65	47	1	IGF1R	1	1
hsa-miR-223-3p	Pericyte	0.173093367152077	5.41874956268879	65	59	1	ZEB1	1	1
hsa-miR-223-3p	Astrocyte	0.355287856842221	2.3191342998281	65	136	1	NFIA	1	1
hsa-miR-223-3p	Cerebellar Astrocyte	0.420685636850626	1.86063944880089	65	169	1	NFIA	1	1
hsa-miR-223-3p	Oligodendrocyte	1	0	65	139	0		1	1
hsa-miR-223-3p	Oligodendrocyte Precursor Cell	0.307705084164357	2.77363311119726	65	114	1	ZEB1	1	1
hsa-miR-223-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.0140825377314454	6.28865965243729	65	157	3	ZEB1, IGF1R, NFIA	0.775561493896735	1
hsa-miR-223-3p	Microglia	0.181058476817855	5.15164191527134	65	62	1	MEF2C	1	1
hsa-miR-221-3p	Excitatory Neuron	0.587743054922683	0.57011798236403	100	698	2	STMN1, PTEN	1	1
hsa-miR-221-3p	Granule cell	0.454530764673244	1.67102659605845	100	122	1	ABLIM1	1	1
hsa-miR-221-3p	Inhibitory Neuron	1	0.798324343601956	100	504	2	KIT, TRPS1	1	1
hsa-miR-221-3p	Purkinje Cell	1	0.940482321249967	100	215	1	KIT	1	1
hsa-miR-221-3p	Endothelial cell	1	0	100	47	0		1	1
hsa-miR-221-3p	Pericyte	0.253723824656328	3.49660325231411	100	59	1	PTEN	1	1
hsa-miR-221-3p	Astrocyte	0.14545409338339	3.04638557414083	100	136	2	TRPS1, ABLIM1	1	1
hsa-miR-221-3p	Cerebellar Astrocyte	0.568545664395465	1.20074346290832	100	169	1	TRPS1	1	1
hsa-miR-221-3p	Oligodendrocyte	1	0	100	139	0		1	1
hsa-miR-221-3p	Oligodendrocyte Precursor Cell	1	0	100	114	0		1	1
hsa-miR-221-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.181989737720343	2.6309550826545	100	157	2	AKT3, TMCC1	1	1
hsa-miR-221-3p	Microglia	1	0	100	62	0		1	1
hsa-miR-217	Excitatory Neuron	0.302899055828466	1.72691306612357	69	698	4	YWHAG, TMSB4X, PTEN, NR4A2	1	1
hsa-miR-217	Granule cell	0.341567237023658	2.43650753568508	69	122	1	ZBTB20	1	1
hsa-miR-217	Inhibitory Neuron	0.24650293849679	1.78444947372019	69	504	3	ROBO1, OSBPL3, TMSB4X	1	1
hsa-miR-217	Purkinje Cell	0.522007040753366	1.37133092867218	69	215	1	ZBTB20	1	1
hsa-miR-217	Endothelial cell	0.148445649460375	6.43174615047418	69	47	1	IGF1R	1	1
hsa-miR-217	Pericyte	0.0172951627298859	10.5298237397953	69	59	2	PTEN, ZBTB20	0.800584545667501	1
hsa-miR-217	Astrocyte	0.0785899262440208	4.46293549776742	69	136	2	ZBTB20, FHIT	1	1
hsa-miR-217	Cerebellar Astrocyte	0.43985642114657	1.75080804379925	69	169	1	ZBTB20	1	1
hsa-miR-217	Oligodendrocyte	0.0815843179718254	4.3643462721479	69	139	2	ZBTB20, FHIT	1	1
hsa-miR-217	Oligodendrocyte Precursor Cell	0.0578020420100103	5.34556698536145	69	114	2	FHIT, ZBTB20	1	1
hsa-miR-217	Cerebelllar Oligodendrocyte Precursor Cell	0.00203682031673464	8.04849191222214	69	157	4	IGF1R, ZBTB20, FHIT, ROBO1	0.455574088395411	1
hsa-miR-217	Microglia	1	0	69	62	0		1	1
hsa-miR-214-3p	Excitatory Neuron	0.356393100022595	1.41395873262488	146	698	7	GNAL, MEF2C, NPTN, HSP90AB1, DKK3, PTEN, LAMA4	1	1
hsa-miR-214-3p	Granule cell	0.219935685237598	2.31150784056071	146	122	2	SLIT3, ERC1	1	1
hsa-miR-214-3p	Inhibitory Neuron	0.786373436183092	1.10382469220729	146	504	4	DKK3, GNAL, MEF2C, SRGAP1	1	1
hsa-miR-214-3p	Purkinje Cell	0.203007057263131	1.96728519924126	146	215	3	PPM1L, ERC1, GALNT7	1	1
hsa-miR-214-3p	Endothelial cell	1	0	146	47	0		1	1
hsa-miR-214-3p	Pericyte	0.348039927137862	2.38196606412698	146	59	1	PTEN	1	1
hsa-miR-214-3p	Astrocyte	0.627658016635504	1.01956976759229	146	136	1	NCAN	1	1
hsa-miR-214-3p	Cerebellar Astrocyte	1	0.817946561091546	146	169	1	SRGAP1	1	1
hsa-miR-214-3p	Oligodendrocyte	1	0.997228804205137	146	139	1	QKI	1	1
hsa-miR-214-3p	Oligodendrocyte Precursor Cell	0.562935442953402	1.21939240189545	146	114	1	QKI	1	1
hsa-miR-214-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.104871864406893	2.71590929371471	146	157	3	QKI, LDLRAD4, ERC1	1	1
hsa-miR-214-3p	Microglia	8.47810289458914e-05	12.4583738413498	146	62	5	SFMBT2, MEF2C, LDLRAD4, FAM49B, QKI	0.177932964365791	1
hsa-miR-210-3p	Excitatory Neuron	0.250923332700162	1.61327783598728	92	698	5	CNTNAP5, PSAP, KCNB1, THSD7A, NPTX1	1	1
hsa-miR-210-3p	Granule cell	0.427366392624048	1.81874251501783	92	122	1	RUNX1T1	1	1
hsa-miR-210-3p	Inhibitory Neuron	0.0797394609894545	2.26265416702003	92	504	5	THSD7A, CNTNAP5, KCNJ6, MAF, RUNX1T1	1	1
hsa-miR-210-3p	Purkinje Cell	0.0747706055519077	3.16927572256737	92	215	3	SIPA1L3, CNTNAP5, XIST	1	1
hsa-miR-210-3p	Endothelial cell	1	0	92	47	0		1	1
hsa-miR-210-3p	Pericyte	1	0	92	59	0		1	1
hsa-miR-210-3p	Astrocyte	0.462970519869509	1.62891272413211	92	136	1	APC	1	1
hsa-miR-210-3p	Cerebellar Astrocyte	0.538462529287496	1.30681977183921	92	169	1	APC	1	1
hsa-miR-210-3p	Oligodendrocyte	0.470310228286326	1.59325889520285	92	139	1	SLCO3A1	1	1
hsa-miR-210-3p	Oligodendrocyte Precursor Cell	0.405983111593289	1.94817515035057	92	114	1	FCHSD2	1	1
